location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-09-29T01:30:00.000Z,2019-09-29T07:00:00+05:30,pm25,14.21,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-09-29T01:15:00.000Z,2019-09-29T06:45:00+05:30,pm25,14.21,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-09-29T01:00:00.000Z,2019-09-29T06:30:00+05:30,pm25,21.22,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-09-29T00:45:00.000Z,2019-09-29T06:15:00+05:30,pm25,24.46,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-09-29T00:30:00.000Z,2019-09-29T06:00:00+05:30,pm25,24.46,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-09-29T00:15:00.000Z,2019-09-29T05:45:00+05:30,pm25,24.46,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-09-29T00:00:00.000Z,2019-09-29T05:30:00+05:30,pm25,14.14,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-09-28T23:45:00.000Z,2019-09-29T05:15:00+05:30,pm25,17.35,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-09-28T23:30:00.000Z,2019-09-29T05:00:00+05:30,pm25,17.35,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-09-28T23:15:00.000Z,2019-09-29T04:45:00+05:30,pm25,17.35,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-09-28T23:00:00.000Z,2019-09-29T04:30:00+05:30,pm25,10.5,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-09-28T22:45:00.000Z,2019-09-29T04:15:00+05:30,pm25,10.31,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
